CODI_ENS;TIPUS_ENS;NOM;CARREC;AREA;PARTIT_POLITIC;MUNICIPI_REPRESENTA;ORDRE;DATA_NOMENAMENT
801800000;Municipis;ALEXANDRE GARCIA MARTIN;Regidor/a;Turisme, Patrimoni, Cultura;JUNTS;;5;15/6/2019
801800000;Municipis;MOTSERRAT GALLARDO ESPINAL;Regidor/a;Familia. Promoció Econòmica, Medi Ambient;JUNTS;;6;15/6/2019
801800000;Municipis;ISIDRE VIU I PAYEROLS;Regidor/a;;ERC-AM;;7;15/6/2019
801800000;Municipis;ANNA SALMERON I SERRA;Regidor/a;;ERC-AM;;8;15/6/2019
801800000;Municipis;GERARD CAPDEVILA I CENTELLAS;Regidor/a;;ERC-AM;;9;15/6/2019
801800000;Municipis;JOSEFINA CASTAÑE I FONT;Regidor/a;;ERC-AM;;10;15/6/2019
801800000;Municipis;FRANCESC FERNÁNDEZ I BARRACHINA;Regidor/a;;ERC-AM;;11;15/6/2019
801930008;Municipis;ADA COLAU BALLANO;Alcalde/ssa;Alcaldia;BCN EN COMÚ;;1;15/6/2019
801930008;Municipis;JAUME COLLBONI CUADRADO;Tinent/a d'Alcalde;Empresa i Ocupació, Turisme i Relacions Internacionals;PSC-CP;;2;15/6/2019
801930008;Municipis;JANET SANZ CID;Tinent/a d'Alcalde;Infraestructures i Mobilitat;BARCELONAENCOMÚ;;3;15/6/2019
801930008;Municipis;LAIA BONET RULL;Tinent/a d'Alcalde;Agenda 2030, Trans¡ció Digital, Esports i Coordinació Territorial;PSC-CP;;4;15/6/2019
801930008;Municipis;LAURA PÉREZ CASTAÑO;Tinent/a d'Alcalde;Serveis Socials, Infància i Joventut, Drets de Ciutadania, Habitatge;BARCELONAENCOMÚ;;5;15/6/2019
801930008;Municipis;ALBERT BATLLE BASTARDAS ;Tinent/a d'Alcalde;Prevenció i Seguretat;PSC-CP;;6;15/6/2019
801930008;Municipis;JOAN SUBIRATS HUMET;Tinent/a d'Alcalde;Cultura, Educació i Ciència;BARCELONAENCOMÚ;;7;15/6/2019
801930008;Municipis;LUCÍA MARTÍN GONZÁLEZ;Regidor/a;Habitatge i Rehabilitació;BARCELONAENCOMÚ;;8;15/6/2019
801930008;Municipis;JORDI MARTÍ GRAU;Regidor/a;Economia i Pressupostos;BARCELONAENCOMÚ;;9;15/6/2019
801930008;Municipis;ELOI BADIA CASAS;Regidor/a;Emergència Climàtica i Transició Ecológica;BARCELONAENCOMÚ;;10;15/6/2019
801930008;Municipis;JORDI RABASSA MASSONS;Regidor/a;Memòria Democràtica;BARCELONAENCOMÚ;;11;15/6/2019
801930008;Municipis;MARC SERRA SOLÉ;Regidor/a;Drets de Ciutadania, Participació i Justicia;BARCELONAENCOMÚ;;12;15/6/2019
801930008;Municipis;GEMMA TARAFA ORPINELL;Regidor/a;Salut, Envelliment i Cures;BARCELONAENCOMÚ;;13;15/6/2019
801930008;Municipis;MONTSERRAT BALLARIN ESPUÑA;Regidor/a;Comerç, Mercats, Règim Intern i Hisenda;PSC-CP;;14;15/6/2019
801930008;Municipis;MARGARITA MARI KLOSE;Regidor/a;Infància, Joventut i Gent Gran;PSC-CP;;15;15/6/2019
801930008;Municipis;MARIA ROSA ALARCON MONTAÑES;Regidor/a;Mobilitat;PSC-CP;;16;15/6/2019
801930008;Municipis;FRANCESC XAVIER MARCE CAROL;Regidor/a;Turisme i Indústries Creatives;PSC-CP;;17;15/6/2019
801930008;Municipis;DAVID ESCUDE RODRIGUEZ;Regidor/a;;PSC-CP;;18;15/6/2019
801930008;Municipis;JORDI CASTELLANA I GAMISANS;Regidor/a;;ERC+BCN-NOVA-AM;;19;15/6/2019
801930008;Municipis;MARIA BUHIGAS I SAN JOSE;Regidor/a;;ERC+BCN-NOVA-AM;;20;15/6/2019
801930008;Municipis;MAX ZAÑARTU I PLAZA;Regidor/a;;ERC+BCN-NOVA-AM;;21;15/6/2019
801930008;Municipis;GEMMA SENDRA I PLANAS;Regidor/a;;ERC+BCN-NOVA-AM;;22;15/6/2019
801930008;Municipis;ELISENDA ALAMANY I GUTIÉRREZ;Regidor/a;;ERC+BCN-NOVA-AM;;23;15/6/2019
801930008;Municipis;MIQUEL PUIG I RAPOSO;Regidor/a;;ERC+BCN-NOVA-AM;;24;15/6/2019
801930008;Municipis;MONTSERRAT BENEDÍ I ALTÉS;Regidor/a;;ERC+BCN-NOVA-AM;;25;15/6/2019
801930008;Municipis;JORDI CORONAS I MARTORELL;Regidor/a;;ERC+BCN-NOVA-AM;;26;15/6/2019
801930008;Municipis;EVA BARÓ I RAMOS;Regidor/a;;ERC+BCN-NOVA-AM;;27;15/6/2019
801930008;Municipis;ERNEST MARAGALL I MIRA;Regidor/a;;ERC+BCN-NOVA-AM;;28;15/6/2019
801930008;Municipis;MANUEL VALLS GALFETTI;Regidor/a;;BCN Canvi-Cs;;29;15/6/2019
801930008;Municipis;MARIA LUZ GUILARTE SANCHEZ;Regidor/a;;BCN Canvi-Cs;;30;15/6/2019
801930008;Municipis;CELESTINO CORBACHO CHAVES;Regidor/a;;BCN Canvi-Cs;;31;15/6/2019
801930008;Municipis;EVA PARERA ESCRICHS;Regidor/a;;BCN Canvi-Cs;;32;15/6/2019
801930008;Municipis;FRANCISCO SIERRA LOPEZ (PACO);Regidor/a;;BCN Canvi-Cs;;33;15/6/2019
801930008;Municipis;MARIA MAGDALENA BARCELO VEREA (MARILEN);Regidor/a;;BCN Canvi-Cs;;34;15/6/2019
801930008;Municipis;JOAQUIM FORN CHIARIELLO;Regidor/a;;JUNTS;;35;15/6/2019
801930008;Municipis;ELSA ARTADI VILA;Regidor/a;;JUNTS;;36;15/6/2019
801930008;Municipis;NEUS MUNTÉ FERNÀNDEZ;Regidor/a;;JUNTS;;37;15/6/2019
801930008;Municipis;FERRAN MASCARELL I CANALDA;Regidor/a;;JUNTS;;38;15/6/2019
801930008;Municipis;ALBERT CIVIT FONS;Regidor/a;;JUNTS;;39;15/6/2019
801930008;Municipis;JOSÉ BOU VILA ;Regidor/a;;PP;;40;15/6/2019
801930008;Municipis;ÓSCAR RAMÍREZ LARA;Regidor/a;;PP;;41;15/6/2019
802070005;Municipis;MERCÈ ESTEVE PI;Alcalde/ssa;Alcaldia;JxCat-JUNTS;;1;15/6/2019
802070005;Municipis;JOAN MOLINA MOLINA;Regidor/a;1er TA, Territori, Polítiques Digitals, Ocupació;JxCat-JUNTS;;2;15/6/2019
802070005;Municipis;MARIA GLORIA LLAURADÓ FORNT;Regidor/a;2a TA, Benestar i Acció Social i Adm. Oberta;JxCat-JUNTS;;3;15/6/2019
802070005;Municipis;JORDI MONTAÑA SERRES (TOTI);Regidor/a;3er TA, Deenvolupament Econòmic, Protecció Civil, Mobilitat i Transport;JxCat-JUNTS;;4;15/6/2019
802070005;Municipis;ANNA MARIA MÉNDEZ ACHELL;Regidor/a;4a TA, Eduació, Cultura i Igualtat;JxCat-JUNTS;;5;15/6/2019
802070005;Municipis;ALFONS DURAN MARTÍNEZ;Regidor/a;;JxCat-JUNTS;;6;15/6/2019
802070005;Municipis;JAUME OLIVELLA I RIBA;Regidor/a;;ERC-AM;;7;15/6/2019
802070005;Municipis;JAUME CORNELLES I BUÑUEL (JOVENT REPUBLICÀ);Regidor/a;;ERC-AM;;8;15/6/2019
802070005;Municipis;GUAYARMINA SAAVEDRA SERRANO;Regidor/a;;BEC-ECB;;9;15/6/2019
802070005;Municipis;MARIA CASADEVALL MUNNÉ;Regidor/a;;C.U.P.Begues-AM;;10;15/6/2019
802070005;Municipis;MARIA TERESA GARCIA GARCIA;Regidor/a;;Cs;;11;15/6/2019
802070005;Municipis;BENITO NAVARRO REBELLES;Regidor/a;;PSC-CP;;12;15/6/2019
802070005;Municipis;MARTA ROIG I SEGURA;Regidor/a;;No Adscrita;;13;15/6/2019
802140003;Municipis;CARLES POL GUAL;Alcalde/ssa;Coordinador General;UPB-AM;;1;15/6/2019
802140003;Municipis;JOAN CARBÓ SOLÉ;Regidor/a;Telecomunicacions, Urbanisme i Obres, Serveis Socials, Turisme;UpB- AM;;2;15/6/2019
802140003;Municipis;GEMMA CASAS GIL INDEPENDENT;Regidor/a;Medi Ambient, Agricultura, Festes, Governació;UpB- AM;;3;15/6/2019
808630008;Municipis;MARTA RECHE LAVADO;Tinent/a d'Alcalde;;PSC-CP;;5;
808630008;Municipis;JORDI GANDUXÉ I PASCUAL;Regidor/a;;JXLF-JUNTS;;9;
808630008;Municipis;MARTA SÁNCHEZ JIMÉNEZ;Tinent/a d'Alcalde;;PSC-CP;;6;
4390390004;Municipis;ELIAS BONET I CERVERA;Regidor/a;;JUNTS;;11;15/6/2019
808630008;Municipis;SONIA TENA I BELMONTE;Tinent/a d'Alcalde;;JXLF-JUNTS;;4;
802290004;Municipis;RAMON CAMPS GARCIA;Regidor/a;;ERC-AM;;15;15/6/2019
802290004;Municipis;DOLORS TOUS BRUCH;Regidor/a;;ERC-AM;;16;15/6/2019
802290004;Municipis;ABEL GARCÍA MARÍN;Regidor/a;;PSC-CP;;17;15/6/2019
826650006;Municipis;GLORIA MARIA URBANO JIMENEZ;Tinent/a d'Alcalde;;PSC-CP;;6;
826650006;Municipis;CECILIA GIOVANNA COLLADO LIZAMA;Regidor/a;;ECP;;21;
826650006;Municipis;PILAR ADELL GUTIERREZ;Regidor/a;;ECP;;22;
826650006;Municipis;ISAAC MARTINEZ MARCO;Regidor/a;;ECP;;23;
826650006;Municipis;MARIA EULALIA MIMO VIADER;Tinent/a d'Alcalde;;PSC-CP;;7;
826650006;Municipis;HELENA SOLA TARRAGA;Regidor/a;;ERC;;10;
802400000;Municipis;JESÚS SOLANELLAS ALTARRIBA;Alcalde/ssa;Urbanisme, Governació, Hisenda.;TREBALLEMAIPERB;;1;15/6/2019
802400000;Municipis;ROSA MARIA SOLER CAPARROS ;Tinent/a d'Alcalde;Serveis Socials, Joventut, Mon Rural, Festes, Piscina Muncipal;TREBALLEMAIPERB;;2;15/6/2019
802400000;Municipis;RAMON NADEU CAMPRUBÍ ;Tinent/a d'Alcalde;Obres i Serveis, Medi Ambient, Turisme;TREBALLEMAIPERB;;3;15/6/2019
802400000;Municipis;MARIA ASSUMPTA PUIG-PEY SAURÍ ;Regidor/a;Ensenyament, Sanitat, Esports, Cultura, Noves tecnologies;TREBALLEMAIPERB;;4;15/6/2019
802400000;Municipis;ISABEL ESCRIBANO ROTA;Regidor/a;;TJB-AMUNT;;5;15/6/2019
802400000;Municipis;ANTONI CHUECA ABANCO;Regidor/a;;TJB-AMUNT;;6;15/6/2019
802400000;Municipis;JAUME MAGRANS SUÑÉ;Regidor/a;;VdP-AM;;7;15/6/2019
802530008;Municipis;BÀRBARA ORTUÑO ESCRIU;Alcalde/ssa;Transparència, Comunicació, Relacions Institucionals i Protocol.;BRUC-BVU ERC;;1;15/6/2019
802530008;Municipis;ENRIC CANELA VALLÈS;Tinent/a d'Alcalde;Urbanisme, Montserrat Parc i Projectes Estratègics;BRUC-BVU ERC;;2;15/6/2019
802530008;Municipis;GLÒRIA SÀNCHEZ TARRIDAS;Tinent/a d'Alcalde;Festes, Associacions i Participació Ciutadana;BRUC-BVU ERC;;3;15/6/2019
802530008;Municipis;CRISTIAN LOPEZ MONDEJAR;Tinent/a d'Alcalde;Educació,Esports,Joventut,Infància,Medi Natural,Agricultura,Sostenibilitat i Transició Energètica;BRUC-BVU ERC;;4;15/6/2019
802530008;Municipis;ANTONIO MADRID PÉREZ;Regidor/a;Serveis Socials, Gent Gran, Salut Pública i Cultura;BRUC-BVU ERC;;5;15/6/2019
802530008;Municipis;RAFAEL GALVAN RODRÍGUEZ;Regidor/a;;JUNTS;;6;15/6/2019
802530008;Municipis;MARIA TERESA CAMPS FERRAN;Regidor/a;;JUNTS;;7;15/6/2019
802530008;Municipis;NATÀLIA CARRIQUE PUIG;Regidor/a;;JUNTS;;8;15/6/2019
802530008;Municipis;CARLES CASTRO TABOADA INDEPENDENT;Regidor/a;;UB-CP;;9;15/6/2019
802530008;Municipis;ALEJANDRO RODRÍGUEZ RAMOS;Regidor/a;;UB-CP;;10;15/6/2019
802530008;Municipis;ANA MARGARITA BADELL VELARDE;Regidor/a;;EBET;;11;15/6/2019
802660009;Municipis;FERRAN TEIXIDÓ TURNER;Alcalde/ssa;Alcaldia;AB;;1;15/6/2019
802660009;Municipis;JUANA GUERRERO ARROJO;Tinent/a d'Alcalde;Cultura i Joventut;AB;;2;15/6/2019
802660009;Municipis;PERE MEDINA SERRAHIMA;Tinent/a d'Alcalde;Medi Ambient;AB;;3;15/6/2019
802660009;Municipis;ORIOL SOLER ADILLON;Regidor/a;Ensenyament, Agricultua i Hisenda;AB;;4;15/6/2019
802660009;Municipis;DANIEL UBINYANA VIVION;Regidor/a;Esports;AB;;5;15/6/2019
802660009;Municipis;SILVIA PLANA VILA;Regidor/a;Serveis Socials i Gent Gran;AB;;6;15/6/2019
802660009;Municipis;ALBERT CARTANYÀ BERNAL;Regidor/a;;AB;;7;15/6/2019
802720002;Municipis;AGUSTÍ VALLVERDÚ GIL;Alcalde/ssa;Governació i Règim Interior;JUNTS;;1;15/6/2019
802720002;Municipis;SÍLVIA PÉREZ PAGO;Tinent/a d'Alcalde;Educació, Cultura, Festes i Activitats i Joventut;JUNTS;;2;15/6/2019
802720002;Municipis;FELIPE CAVANILLAS MUÑOZ-TORRERO;Tinent/a d'Alcalde;Urbanisme, Obres Públiques, Serveis Urbans, Medi Ambient i Esports;JUNTS;;3;15/6/2019
802720002;Municipis;MERCÈ MERCADER MARTÍ;Regidor/a;Polítiques d'Igualtat, Benestar Social i Polítiques de Sostenibilitat;JUNTS;;4;15/6/2019
802720002;Municipis;JOAN SAUMELL CARALT;Regidor/a;Hisenda, Promoció Econòmica, Comunicació i Transparència;JUNTS;;5;15/6/2019
802720002;Municipis;CARLOS ALEJANDRO GARCIA MORENO;Regidor/a;;l'ec;;6;15/6/2019
802720002;Municipis;SERGIO MADRID SOTO;Regidor/a;;l'ec;;7;15/6/2019
802880001;Municipis;JAUME GORREA ORTIZ;Alcalde/ssa;Alcaldia;UC-ERC-AM;;1;15/6/2019
802880001;Municipis;ELISABET HIDALGO ORTEGA;Tinent/a d'Alcalde;Economia i Hisenda, Ensenyament i Serveis Socials.;UC-ERC-AM;;2;15/6/2019
802880001;Municipis;MIQUEL ORTEGA MORATÓ;Tinent/a d'Alcalde;Medi Ambient, Festes Populars i relacions amb els locals socials municipals.;UC-ERC-AM;;3;15/6/2019
802880001;Municipis;JOSÉ ANTONIO LANUZA LASALA;Tinent/a d'Alcalde;Esports, Relacions amb les associacions sense ànim de lucre i Promoció Econòmica.;Cs;;4;15/6/2019
802880001;Municipis;FRANCESC CIRERA CALVET;Regidor/a;Règim Intern, Serveis Municipals, Brigada Municipal i Urbanisme.;UC-ERC-AM;;5;15/6/2019
802880001;Municipis;SALUSTIÀ MONTEAGUDO HIDALGO;Regidor/a;;PSC-CP;;6;15/6/2019
802880001;Municipis;DANI ZORRILLA OSORIO;Regidor/a;;PSC-CP;;7;15/6/2019
802880001;Municipis;DANI VALLEJO ÁLVAREZ;Regidor/a;;PSC-CP;;8;15/6/2019
802880001;Municipis;ISMAEL PELAYO PATÓN MALDONADO;Regidor/a;;PSC-CP;;9;15/6/2019
826650006;Municipis;CARLES CORDON NUÑEZ;Alcalde/ssa;;PSC-CP;;1;
826650006;Municipis;OSCAR PONS CARCELES;Regidor/a;;PSC-CP;;8;
802910007;Municipis;DANIEL MEROÑO LOMBERA;Tinent/a d'Alcalde;Serveis i Medi Ambient;PSC-CP;;3;15/6/2019
802910007;Municipis;NÚRIA PERA MALTES;Tinent/a d'Alcalde;Benestar Social i Serveis Interns;JUNTS;;4;15/6/2019
802910007;Municipis;SERGI TEODORO I JOSÉ;Regidor/a;Cultura, Joventut, Participació Ciutadana i Ocupació i Empresa;JUNTS;;5;15/6/2019
802910007;Municipis;MONTSERRAT REIG I PASCUAL;Regidor/a;Ensenyament, Salud Pública i Benestar Animal;ERC-AM;;6;15/6/2019
802910007;Municipis;MONSERRAT SALA I MARTÍN;Regidor/a;Gent Gran, Equipaments, Esports i Mobilitat;JUNTS;;7;15/6/2019
802910007;Municipis;ANNA MALUQUER FERRER;Regidor/a;;G x C;;8;15/6/2019
802910007;Municipis;ANNA TEIXIDÓ SARDÀ;Regidor/a;;G x C;;9;15/6/2019
802910007;Municipis;FRANCISCO CALDES AGUILAR;Regidor/a;;AI-CM;;10;15/6/2019
826650006;Municipis;LAURA BENSENY CASES;Regidor/a;;GuanyemC-AMUNT;;18;
803050006;Municipis;MAITE VIÑALS CLEMENTE;Alcalde/ssa;Alcaldia;ERC/AM;;1;15/6/2019
803050006;Municipis;PERE SÁEZ MORA;Tinent/a d'Alcalde;Hisenda, Urbanisme, Medi Ambient, Habitatge, Gestió Energètica, Benestar Animal;ERC-AM;;2;15/6/2019
803050006;Municipis;JORDI CAMPOS GUITART ;Tinent/a d'Alcalde;Esports, Cultura, Participació, Infància, Adolescència, Joventut i Via Pública;ERC-AM;;3;15/6/2019
803050006;Municipis;MÓNICA CASCO ESTEVEZ;Tinent/a d'Alcalde;Benestar Social, Inclusió Social i Convivència, Vida Saludable i Gent Gran;ERC-AM;;4;15/6/2019
803050006;Municipis;SÍLVIA VALLBONA BLANCH;Regidor/a;Empresa, Comerç i Ocupació, Turisme i Fires, Festes i Igualtat;ERC-AM;;5;15/6/2019
803050006;Municipis;MARTA GÓMEZ PONS;Regidor/a;;JUNTS;;6;15/6/2019
803050006;Municipis;F. XAVIER ALMIRALL GARCIA ;Regidor/a;;JUNTS;;7;15/6/2019
803050006;Municipis;XAVIER BADIA CAMPOS;Regidor/a;;JUNTS;;8;15/6/2019
803050006;Municipis;AVELINA (LINA) MORALES SERRA;Regidor/a;;UNITSXCABRILS;;9;15/6/2019
803050006;Municipis;ISABEL TAMBOLEO VILLALOBOS;Regidor/a;;UNITSXCABRILS;;10;15/6/2019
803050006;Municipis;MARIA GRACIA MARQUES PIRIS;Regidor/a;;Cs;;11;15/6/2019
803050006;Municipis;MIGUEL DOÑATE SASTRE;Regidor/a;;MUC;;12;15/6/2019
803050006;Municipis;ANA ISABEL SORROCHE MARTÍ (ANABEL);Regidor/a;;PSC-CP;;13;15/6/2019
803120002;Municipis;JORDI BADIA PEREA;Alcalde/ssa;Alcaldia;JC-AM;;1;15/6/2019
803120002;Municipis;MONTSE MASES SALA;Tinent/a d'Alcalde;Economia;JC-AM;;2;15/6/2019
803120002;Municipis;TOMÀS AGULLÓ LLORET;Regidor/a;Medi Ambient;JC-AM;;3;15/6/2019
803120002;Municipis;JORDI BIOSCA POU;Regidor/a;Via Pública;JC-AM;;4;15/6/2019
803120002;Municipis;ELISABET MIQUEL VERDÉS;Regidor/a;Educació;JC-AM;;5;15/6/2019
803120002;Municipis;MERCÈ BIOSCA SUGRAÑES;Regidor/a;Esports;JC-AM;;6;15/6/2019
803120002;Municipis;JORDI FITÓ GIRALT;Regidor/a;Cultura i Festes;JC-AM;;7;15/6/2019
803120002;Municipis;JAUME SIMO SOLER;Regidor/a;;GIC-VV;;8;15/6/2019
803120002;Municipis;SALVADOR PRAT CASANOVAS;Regidor/a;;GIC-VV;;9;15/6/2019
803120002;Municipis;Mª ANGELS VILA SOLER;Regidor/a;;GIC-VV;;10;15/6/2019
803120002;Municipis;JOAN CABALLOL PÉREZ;Regidor/a;;JUNTS;;11;15/6/2019
826650006;Municipis;GORKA SAMANIEGO ASENJO;Regidor/a;;Cs;;17;
826650006;Municipis;VERA SANCHEZ RAMOS;Regidor/a;;GuanyemC-AMUNT;;19;
826650006;Municipis;CARMEN ARCHE AMETLLER;Tinent/a d'Alcalde;;PSC-CP;;5;
803270005;Municipis;LAURA ALOY I LOPEZ;Regidor/a;Acció Social, Atenció a les Persones i Ocupació;ERC-AM;;4;15/6/2019
803270005;Municipis;MIQUEL GONZÁLEZ MONFORTE;Regidor/a;Urbanisme i Habitatge;PSC-CP;;5;15/6/2019
803270005;Municipis;DAVID SALVA I COMAS;Regidor/a;Cultura, Joventut i Comunicació;ERC-AM;;6;15/6/2019
803270005;Municipis;ALEXANDRA MANNI SÁNCHEZ ;Regidor/a;Gent Gran, Dona i Polítiques d'Igualtat;PSC-CP;;7;15/6/2019
803270005;Municipis;ALFRED (FREDDY) FREIXAS I RICART;Regidor/a;Ensenyament, Promoció Econòmica i Comerç;ERC-AM;;8;15/6/2019
803270005;Municipis;JOAQUÍN ARNÓ PORRAS;Regidor/a;;JUNTS;;9;15/6/2019
803270005;Municipis;ELISABETH SEGURA GUBERN;Regidor/a;;JUNTS;;10;15/6/2019
803270005;Municipis;ALBERT BATLLE SALVAÑÀ;Regidor/a;;GdE;;11;15/6/2019
803330008;Municipis;ISIDRE PINEDA I MONCUSÍ;Alcalde/ssa;Alcaldia, Policia Local i Comunicació;ERC / AM;;1;15/6/2019
803330008;Municipis;NÚRIA CARNÉ I NAVARRO;Tinent/a d'Alcalde;Gent Gran Activa, Esports, Europa i Projecció Exterior, Comerç i Consum, Agricultura, Ramaderia i Ho;ERC-AM;;2;15/6/2019
803330008;Municipis;JAUME MAURI I SALA;Tinent/a d'Alcalde;Espais Públics i Mobilitat, Planejament Territorial, Serveis Municipals, Barris Interurbans;ERC-AM;;3;15/6/2019
803330008;Municipis;DAVID TRAVÉS I AMBROSIO;Tinent/a d'Alcalde;Govern Obert i Atenció Ciutadana, Indústria, Empresa i Treball, Hisenda;ERC-AM;;4;15/6/2019
803330008;Municipis;JORDI MARTÍN I FORNS;Tinent/a d'Alcalde;Habitatge, Sostenibilitat i Ecologisme, Urbanisme, Activitats i Recursos Humans;ERC-AM;;5;15/6/2019
803330008;Municipis;GERMANIA DE LOS ANGELES LLIVE CRUZ;Tinent/a d'Alcalde;Igualtat d'Oportunitats, Nova Ciutadania, Salut, Particip.Ciutadana i Voluntariat, Cooper. i Solidar;ERC-AM;;6;15/6/2019
803330008;Municipis;LAIA CUSCÓ PALLARÈS;Regidor/a;Cultura, Foment del Català i Joventut;ERC-AM;;7;15/6/2019
803330008;Municipis;JOSEP BUSQUETS LÓPEZ;Regidor/a;Escaldarium, Educació i Formació Permanent, Serveis Socials;ERC-AM;;8;15/6/2019
803330008;Municipis;CARME GERMÀ VILA;Regidor/a;Turisme i Termalisme, Patrimoni i Memòria Local;ERC-AM;;9;15/6/2019
803330008;Municipis;CARLA MILLAN PEÑARANDA;Regidor/a;;PSC-CP;;10;15/6/2019
803330008;Municipis;JAVIER MORENO GARCIA;Regidor/a;;PSC-CP;;11;15/6/2019
803330008;Municipis;ARMANDO CAÑIZARES BATLLE;Regidor/a;;PSC-CP;;12;15/6/2019
803330008;Municipis;MARTA BARNILS UÑA;Regidor/a;;CUP-AMUNT;;13;15/6/2019
803330008;Municipis;FERRAN GAY BOELLE;Regidor/a;;CUP-AMUNT;;14;15/6/2019
803330008;Municipis;PERE MORCILLO I PEREZ-HITA;Regidor/a;;JUNTS;;15;15/6/2019
803330008;Municipis;JOAN TARRADAS I FONT ;Regidor/a;;JUNTS;;16;15/6/2019
803330008;Municipis;MONTSERRAT ROMANO BOSCH;Regidor/a;;PP;;17;15/6/2019
803480001;Municipis;EDUARD SÀNCHEZ CAMPOY;Alcalde/ssa;Alcaldia;JxCAT-JUNTS;;1;15/6/2019
803480001;Municipis;TERESA PAGÈS PASCUAL;Tinent/a d'Alcalde;Dona, Serveis Socials, Ensenyament i Sanitat;JxCAT-JUNTS;;2;15/6/2019
803480001;Municipis;MIREIA CATOT TORT;Tinent/a d'Alcalde;Cultura, Entitats i Promoció Econòmica;JxCAT-JUNTS;;3;15/6/2019
826650006;Municipis;MARIA ÁNGELES NAVARRO MARIN;Regidor/a;;PSC-CP;;9;
803480001;Municipis;DOMÈNEC AGUILAR SALA;Regidor/a;Esports i Joventut;JxCAT-JUNTS;;4;15/6/2019
803480001;Municipis;SAGRARI SANCHEZ I GARCIA;Regidor/a;;JpC-ERC-AM;;5;15/6/2019
803480001;Municipis;JUST SERRA I COMA;Regidor/a;;JpC-ERC-AM;;6;15/6/2019
803480001;Municipis;TATIANA PIZA RUIZ;Regidor/a;;CUP-AMUNT;;7;15/6/2019
803510007;Municipis;MONTSERRAT CANDINI PUIG;Alcalde/ssa;Alcaldia;JuntsperCalella;;1;15/6/2019
803510007;Municipis;MARC BUCH RIGOLA;Tinent/a d'Alcalde;Territori, Innovació i Esports;JuntsperCalella;;2;15/6/2019
803510007;Municipis;JOSEP TORRES LOBATO;Tinent/a d'Alcalde;Seguretat, Mobilitat i Habitatge;PSC-CP;;3;15/6/2019
803510007;Municipis;MONTSERRAT MATEU SERRA;Tinent/a d'Alcalde;Educació, Nova Ciutadania, Solidaritat i Cooperació;JuntsperCalella;;4;15/6/2019
803510007;Municipis;JOSEP GIBERT GURRI;Tinent/a d'Alcalde;Gestió Patrimonial, Hisenda i Recursos Interns;JuntsperCalella;;5;15/6/2019
803510007;Municipis;ALBERT TORRENT VIVANCOS;Tinent/a d'Alcalde;Serveis de Ciutat i Sostenibilitat;JuntsperCalella;;6;15/6/2019
803510007;Municipis;RAMON LLAMAZARES VAZQUEZ;Regidor/a;Polítiques Socials i Salut;JuntsperCalella;;7;15/6/2019
803510007;Municipis;CINDY RANDO RADAELLI;Regidor/a;Joventut, Igualtat, Drets Civils i Participació;PSC-CP;;8;15/6/2019
803510007;Municipis;XAVIER PONSDOMÈNECH BASART ;Regidor/a;;ERC-AM;;9;15/6/2019
803510007;Municipis;PILAR ROCAFORT VIDAL;Regidor/a;;ERC-AM;;10;15/6/2019
803510007;Municipis;CARLES FERRER COSTA;Regidor/a;;ERC-AM;;11;15/6/2019
803510007;Municipis;MIRIAM SELLÉS LLAUGER ;Regidor/a;;ERC-AM;;12;15/6/2019
803510007;Municipis;JOSEP MARIA JUHÉ MAS;Regidor/a;;CEC-EDG;;13;15/6/2019
803510007;Municipis;SEBASTIAN TEJADA GARCIA;Regidor/a;;CEC-EDG;;14;15/6/2019
803510007;Municipis;ANNA GIMENEZ GONZALEZ;Regidor/a;;CEC-EDG;;15;15/6/2019
803510007;Municipis;GUILLERMO GOMÍS MONTEOLIVA;Regidor/a;;Cs;;16;15/6/2019
803510007;Municipis;NURIA FREIXAS ROJAS;Regidor/a;;CUPCALELLA-AMUN;;17;15/6/2019
803640003;Municipis;XAVIER NADAL MASANA ;Alcalde/ssa;;JUNTS;;1;
803640003;Municipis;RAMON CAMPÀ PONS ;Tinent/a d'Alcalde;;JUNTS;;2;
803640003;Municipis;MARCEL·LÍ CASTELLS VIÑALS ;Regidor/a;;JUNTS;;3;
803640003;Municipis;ROSANNA SAGUÉS CASULLERAS ;Regidor/a;;JUNTS;;4;
803640003;Municipis;ABEL DUOCASTELLA COLOM ;Regidor/a;;JUNTS;;5;
803700000;Municipis;MARC VERDAGUER MONTANYÀ;Alcalde/ssa;Governació, Seguretat, Patrimoni Municipal;JxCAT-JUNTS;;1;15/6/2019
803700000;Municipis;ABEL BLANCAFORT BANCELLS;Tinent/a d'Alcalde;Urbanisme, Ensenyament;JxCAT-JUNTS;;2;15/6/2019
803700000;Municipis;MIQUEL RIERA CASASES;Tinent/a d'Alcalde;Hisenda, Serveis i Brigada, Recursos Humans;JxCAT-JUNTS;;3;15/6/2019
803700000;Municipis;ENRIC GODÓ MARTÍNEZ;Tinent/a d'Alcalde;Comerç, Mercat;PeM-Amunt;;4;15/6/2019
803700000;Municipis;JOAN SABORIT PUIG;Regidor/a;Cultura, Promoció Econòmica;JxCAT-JUNTS;;5;15/6/2019
803700000;Municipis;PILAR PUIGDESENS GAJA;Regidor/a;Sanitat, Pagesia, Benestar Social;JxCAT-JUNTS;;6;15/6/2019
